date,steering,speed
d11effe8-6d01-11e9-9a72-a6029617b541,-0.28,1.0
d1269b22-6d01-11e9-9a72-a6029617b541,-0.28,1.0
d12e1848-6d01-11e9-9a72-a6029617b541,-0.27,1.0
d1358cd6-6d01-11e9-9a72-a6029617b541,-0.27,1.0
d13d0e5c-6d01-11e9-9a72-a6029617b541,-0.28,1.0
d144942e-6d01-11e9-9a72-a6029617b541,-0.27,1.0
d14bfd90-6d01-11e9-9a72-a6029617b541,-0.32,1.0
d15375d4-6d01-11e9-9a72-a6029617b541,-0.58,1.0
d15b0fb0-6d01-11e9-9a72-a6029617b541,-0.62,1.0
d1627ef8-6d01-11e9-9a72-a6029617b541,-0.62,1.0
d169f458-6d01-11e9-9a72-a6029617b541,-0.62,1.0
d171ed70-6d01-11e9-9a72-a6029617b541,-0.71,1.0
d1793d78-6d01-11e9-9a72-a6029617b541,-0.74,1.0
d180ba8a-6d01-11e9-9a72-a6029617b541,-0.83,1.0
d187ffc0-6d01-11e9-9a72-a6029617b541,-0.88,1.0
d18fb120-6d01-11e9-9a72-a6029617b541,-0.95,1.0
d1970e5c-6d01-11e9-9a72-a6029617b541,-0.98,1.0
d19e61a2-6d01-11e9-9a72-a6029617b541,-1.0,1.0
d1a665f0-6d01-11e9-9a72-a6029617b541,-1.0,1.0
d1ad8dbc-6d01-11e9-9a72-a6029617b541,-1.0,1.0
d1b506b4-6d01-11e9-9a72-a6029617b541,-1.0,1.0
d1bca5b8-6d01-11e9-9a72-a6029617b541,-1.0,1.0
d1c416ae-6d01-11e9-9a72-a6029617b541,-1.0,1.0
d1cba32e-6d01-11e9-9a72-a6029617b541,-1.0,1.0
d1d3269e-6d01-11e9-9a72-a6029617b541,-1.0,1.0
d1da8a6a-6d01-11e9-9a72-a6029617b541,-1.0,1.0
d1e1f0b6-6d01-11e9-9a72-a6029617b541,-1.0,1.0
d1e97048-6d01-11e9-9a72-a6029617b541,-1.0,1.0
d1f142e6-6d01-11e9-9a72-a6029617b541,-1.0,1.0
d1f8988e-6d01-11e9-9a72-a6029617b541,-1.0,1.0
d2002004-6d01-11e9-9a72-a6029617b541,-0.6,1.0
d2078f1a-6d01-11e9-9a72-a6029617b541,-0.52,1.0
d20f0a9c-6d01-11e9-9a72-a6029617b541,-0.32,1.0
d216ac48-6d01-11e9-9a72-a6029617b541,-0.2,1.0
d21e1cee-6d01-11e9-9a72-a6029617b541,-0.17,1.0
d225755c-6d01-11e9-9a72-a6029617b541,-0.08,1.0
d22d11e0-6d01-11e9-9a72-a6029617b541,0.0,1.0
d234b396-6d01-11e9-9a72-a6029617b541,0.0,1.0
d23c19e2-6d01-11e9-9a72-a6029617b541,0.0,1.0
d2438fc4-6d01-11e9-9a72-a6029617b541,0.0,1.0
d24b2efa-6d01-11e9-9a72-a6029617b541,0.0,1.0
d2527408-6d01-11e9-9a72-a6029617b541,0.0,1.0
d25a579a-6d01-11e9-9a72-a6029617b541,0.0,1.0
d26195e6-6d01-11e9-9a72-a6029617b541,0.0,1.0
d26900ec-6d01-11e9-9a72-a6029617b541,-0.03,1.0
d2708a4c-6d01-11e9-9a72-a6029617b541,-0.07,1.0
d278202c-6d01-11e9-9a72-a6029617b541,-0.15,1.0
d27f6b70-6d01-11e9-9a72-a6029617b541,-0.35,1.0
d2871cd0-6d01-11e9-9a72-a6029617b541,-0.68,1.0
d28eb6d4-6d01-11e9-9a72-a6029617b541,-0.74,1.0
d2960650-6d01-11e9-9a72-a6029617b541,-0.75,1.0
d29db33c-6d01-11e9-9a72-a6029617b541,-0.89,1.0
d2a53bc0-6d01-11e9-9a72-a6029617b541,-0.96,1.0
d2ac806a-6d01-11e9-9a72-a6029617b541,-0.97,1.0
d2b3f7aa-6d01-11e9-9a72-a6029617b541,-0.97,1.0
d2bba43c-6d01-11e9-9a72-a6029617b541,-0.97,1.0
d2c2f91c-6d01-11e9-9a72-a6029617b541,-0.97,1.0
d2caacf2-6d01-11e9-9a72-a6029617b541,-0.97,1.0
d2d22022-6d01-11e9-9a72-a6029617b541,-0.97,1.0
d2d9ad42-6d01-11e9-9a72-a6029617b541,-0.97,1.0
d2e10b78-6d01-11e9-9a72-a6029617b541,-0.97,1.0
d2e8a3f6-6d01-11e9-9a72-a6029617b541,-0.97,1.0
d2f01c8a-6d01-11e9-9a72-a6029617b541,-0.97,1.0
d2f7a414-6d01-11e9-9a72-a6029617b541,-0.97,1.0
d2ff0696-6d01-11e9-9a72-a6029617b541,-0.97,1.0
d306a072-6d01-11e9-9a72-a6029617b541,-0.97,1.0
d30e3a12-6d01-11e9-9a72-a6029617b541,-0.97,1.0
d315863c-6d01-11e9-9a72-a6029617b541,-0.96,1.0
d31d359e-6d01-11e9-9a72-a6029617b541,-0.95,1.0
d324c3cc-6d01-11e9-9a72-a6029617b541,-0.76,1.0
d32c3828-6d01-11e9-9a72-a6029617b541,-0.64,1.0
d333aafe-6d01-11e9-9a72-a6029617b541,-0.64,1.0
d33b1910-6d01-11e9-9a72-a6029617b541,-0.64,1.0
d3428ace-6d01-11e9-9a72-a6029617b541,-0.64,1.0
d34a3422-6d01-11e9-9a72-a6029617b541,-0.64,1.0
d351c2e6-6d01-11e9-9a72-a6029617b541,-0.63,1.0
d359321a-6d01-11e9-9a72-a6029617b541,-0.59,1.0
d360872c-6d01-11e9-9a72-a6029617b541,-0.48,1.0
d3680a06-6d01-11e9-9a72-a6029617b541,-0.36,1.0
d36faee6-6d01-11e9-9a72-a6029617b541,-0.29,1.0
d3772c5c-6d01-11e9-9a72-a6029617b541,-0.3,1.0
d37eab44-6d01-11e9-9a72-a6029617b541,-0.28,1.0
d3864eee-6d01-11e9-9a72-a6029617b541,-0.21,1.0
d38db8a0-6d01-11e9-9a72-a6029617b541,-0.06,1.0
d39520c2-6d01-11e9-9a72-a6029617b541,-0.07,1.0
d39c8f56-6d01-11e9-9a72-a6029617b541,-0.07,1.0
d3a41b0e-6d01-11e9-9a72-a6029617b541,-0.07,1.0
d3ab9532-6d01-11e9-9a72-a6029617b541,-0.07,1.0
d3b3270c-6d01-11e9-9a72-a6029617b541,-0.07,1.0
d3babeae-6d01-11e9-9a72-a6029617b541,-0.36,1.0
d3c223e2-6d01-11e9-9a72-a6029617b541,-0.48,1.0
d3c9aa4a-6d01-11e9-9a72-a6029617b541,-0.48,1.0
d3d1268a-6d01-11e9-9a72-a6029617b541,-0.46,1.0
d3d8c78c-6d01-11e9-9a72-a6029617b541,-0.46,1.0
d3e04e08-6d01-11e9-9a72-a6029617b541,-0.46,1.0
d3e7b724-6d01-11e9-9a72-a6029617b541,-0.72,1.0
d3ef3602-6d01-11e9-9a72-a6029617b541,-1.0,1.0
d3f6b06c-6d01-11e9-9a72-a6029617b541,-1.0,1.0
d3fe1938-6d01-11e9-9a72-a6029617b541,-0.99,1.0
d40596ae-6d01-11e9-9a72-a6029617b541,-0.97,1.0
d40d572c-6d01-11e9-9a72-a6029617b541,-0.92,1.0
d4149c08-6d01-11e9-9a72-a6029617b541,-0.91,1.0
d41c1294-6d01-11e9-9a72-a6029617b541,-0.91,1.0
d423bbd4-6d01-11e9-9a72-a6029617b541,-0.91,1.0
d42b0eb6-6d01-11e9-9a72-a6029617b541,-0.91,1.0
d432a63a-6d01-11e9-9a72-a6029617b541,-0.91,1.0
d43a4f48-6d01-11e9-9a72-a6029617b541,-0.91,1.0
d441a7d4-6d01-11e9-9a72-a6029617b541,-0.91,1.0
d4494750-6d01-11e9-9a72-a6029617b541,-0.91,1.0
d450a946-6d01-11e9-9a72-a6029617b541,-0.91,1.0
d4582b9e-6d01-11e9-9a72-a6029617b541,-0.91,1.0
d45f8ea2-6d01-11e9-9a72-a6029617b541,-0.91,1.0
d4674bc4-6d01-11e9-9a72-a6029617b541,-0.91,1.0
d46e7548-6d01-11e9-9a72-a6029617b541,-0.88,1.0
d4762112-6d01-11e9-9a72-a6029617b541,-0.79,1.0
d47ddb5a-6d01-11e9-9a72-a6029617b541,-0.56,1.0
d4852e96-6d01-11e9-9a72-a6029617b541,-0.23,1.0
d48c9ea6-6d01-11e9-9a72-a6029617b541,-0.14,1.0
d4944af2-6d01-11e9-9a72-a6029617b541,-0.08,1.0
d49bc5a2-6d01-11e9-9a72-a6029617b541,-0.08,1.0
d4a32da6-6d01-11e9-9a72-a6029617b541,-0.05,1.0
d4aadc4a-6d01-11e9-9a72-a6029617b541,-0.03,1.0
d4b245fc-6d01-11e9-9a72-a6029617b541,-0.03,1.0
d4b9ab62-6d01-11e9-9a72-a6029617b541,-0.06,1.0
d4c1295a-6d01-11e9-9a72-a6029617b541,-0.27,1.0
d4c8a9dc-6d01-11e9-9a72-a6029617b541,-0.42,1.0
d4d06956-6d01-11e9-9a72-a6029617b541,-0.43,1.0
d4d7c2aa-6d01-11e9-9a72-a6029617b541,-0.42,1.0
d4df30bc-6d01-11e9-9a72-a6029617b541,-0.42,1.0
d4e695aa-6d01-11e9-9a72-a6029617b541,-0.43,1.0
d4ee4fb6-6d01-11e9-9a72-a6029617b541,-0.42,1.0
d4f5a2c0-6d01-11e9-9a72-a6029617b541,-0.43,1.0
d4fd3cba-6d01-11e9-9a72-a6029617b541,-0.42,1.0
d504b22e-6d01-11e9-9a72-a6029617b541,-0.42,1.0
d50c1208-6d01-11e9-9a72-a6029617b541,-0.5,1.0
d513daf6-6d01-11e9-9a72-a6029617b541,-0.56,1.0
d51b448a-6d01-11e9-9a72-a6029617b541,-0.58,1.0
d52299ec-6d01-11e9-9a72-a6029617b541,-0.59,1.0
d52a0f6a-6d01-11e9-9a72-a6029617b541,-0.67,1.0
d531bce2-6d01-11e9-9a72-a6029617b541,-0.75,1.0
d5395434-6d01-11e9-9a72-a6029617b541,-0.78,1.0
d540dae2-6d01-11e9-9a72-a6029617b541,-0.78,1.0
d5485ce0-6d01-11e9-9a72-a6029617b541,-0.78,1.0
d54ffe6e-6d01-11e9-9a72-a6029617b541,-0.79,1.0
d55757fe-6d01-11e9-9a72-a6029617b541,-0.83,1.0
d55ecdd6-6d01-11e9-9a72-a6029617b541,-0.83,1.0
d5663828-6d01-11e9-9a72-a6029617b541,-0.83,1.0
d56db0ee-6d01-11e9-9a72-a6029617b541,-0.83,1.0
d5755498-6d01-11e9-9a72-a6029617b541,-0.83,1.0
d57cb33c-6d01-11e9-9a72-a6029617b541,-0.83,1.0
d5843fe4-6d01-11e9-9a72-a6029617b541,-0.83,1.0
d58bd9c0-6d01-11e9-9a72-a6029617b541,-0.83,1.0
d59332b0-6d01-11e9-9a72-a6029617b541,-0.83,1.0
d59ab3e6-6d01-11e9-9a72-a6029617b541,-0.83,1.0
d5a25c22-6d01-11e9-9a72-a6029617b541,-0.83,1.0
d5a9b044-6d01-11e9-9a72-a6029617b541,-0.83,1.0
d5b167a8-6d01-11e9-9a72-a6029617b541,-0.83,1.0
d5b893d4-6d01-11e9-9a72-a6029617b541,-0.83,1.0
d5c0577c-6d01-11e9-9a72-a6029617b541,-0.83,1.0
d5c7e94c-6d01-11e9-9a72-a6029617b541,-0.83,1.0
d5cf4386-6d01-11e9-9a72-a6029617b541,-0.83,1.0
d5d6bb7a-6d01-11e9-9a72-a6029617b541,-0.83,1.0
d5de5cd6-6d01-11e9-9a72-a6029617b541,-0.82,1.0
d5e5dc04-6d01-11e9-9a72-a6029617b541,-0.45,1.0
d5ed3a12-6d01-11e9-9a72-a6029617b541,-0.23,1.0
d5f4e186-6d01-11e9-9a72-a6029617b541,-0.12,1.0
d5fc2a54-6d01-11e9-9a72-a6029617b541,-0.1,1.0
d6038970-6d01-11e9-9a72-a6029617b541,-0.1,1.0
d60b0bdc-6d01-11e9-9a72-a6029617b541,-0.09,1.0
d612b5d0-6d01-11e9-9a72-a6029617b541,-0.09,1.0
d61a60d2-6d01-11e9-9a72-a6029617b541,-0.09,1.0
d622006c-6d01-11e9-9a72-a6029617b541,-0.09,1.0
d6292d10-6d01-11e9-9a72-a6029617b541,-0.09,1.0
d630cd0e-6d01-11e9-9a72-a6029617b541,-0.09,1.0
d6385150-6d01-11e9-9a72-a6029617b541,-0.1,1.0
d63fc818-6d01-11e9-9a72-a6029617b541,-0.1,1.0
d64784f4-6d01-11e9-9a72-a6029617b541,-0.11,1.0
d64f0d00-6d01-11e9-9a72-a6029617b541,-0.11,1.0
d65668b6-6d01-11e9-9a72-a6029617b541,-0.1,1.0
d65db170-6d01-11e9-9a72-a6029617b541,-0.11,1.0
d6654642-6d01-11e9-9a72-a6029617b541,-0.15,1.0
d66ca3a6-6d01-11e9-9a72-a6029617b541,-0.29,1.0
d67431e8-6d01-11e9-9a72-a6029617b541,-0.47,1.0
d67bbeae-6d01-11e9-9a72-a6029617b541,-0.53,1.0
d6833436-6d01-11e9-9a72-a6029617b541,-0.62,1.0
d68adb1e-6d01-11e9-9a72-a6029617b541,-0.66,1.0
d6922df6-6d01-11e9-9a72-a6029617b541,-0.74,1.0
d699cab6-6d01-11e9-9a72-a6029617b541,-0.75,1.0
d6a13666-6d01-11e9-9a72-a6029617b541,-0.76,1.0
d6a8dcae-6d01-11e9-9a72-a6029617b541,-0.78,1.0
d6b0554c-6d01-11e9-9a72-a6029617b541,-0.85,1.0
d6b7cb74-6d01-11e9-9a72-a6029617b541,-0.86,1.0
d6bf5934-6d01-11e9-9a72-a6029617b541,-0.91,1.0
d6c6fffe-6d01-11e9-9a72-a6029617b541,-1.0,1.0
d6ce6708-6d01-11e9-9a72-a6029617b541,-1.0,1.0
d6d5c4f8-6d01-11e9-9a72-a6029617b541,-1.0,1.0
d6dd38aa-6d01-11e9-9a72-a6029617b541,-1.0,1.0
d6e4f09a-6d01-11e9-9a72-a6029617b541,-1.0,1.0
d6ec5204-6d01-11e9-9a72-a6029617b541,-1.0,1.0
d6f3bfa8-6d01-11e9-9a72-a6029617b541,-1.0,1.0
d6fb4598-6d01-11e9-9a72-a6029617b541,-1.0,1.0
d702e51e-6d01-11e9-9a72-a6029617b541,-1.0,1.0
d70a56fa-6d01-11e9-9a72-a6029617b541,-1.0,1.0
d711ebc2-6d01-11e9-9a72-a6029617b541,-1.0,1.0
d7193972-6d01-11e9-9a72-a6029617b541,-1.0,1.0
d720de84-6d01-11e9-9a72-a6029617b541,-1.0,1.0
d7284f66-6d01-11e9-9a72-a6029617b541,-0.97,1.0
d72fd484-6d01-11e9-9a72-a6029617b541,-0.96,1.0
d73736b6-6d01-11e9-9a72-a6029617b541,-0.89,1.0
d73ec43a-6d01-11e9-9a72-a6029617b541,-0.64,1.0
d74653da-6d01-11e9-9a72-a6029617b541,-0.57,1.0
d74da612-6d01-11e9-9a72-a6029617b541,-0.17,1.0
d75542dc-6d01-11e9-9a72-a6029617b541,-0.11,1.0
d75cbf62-6d01-11e9-9a72-a6029617b541,-0.07,1.0
d7643bc0-6d01-11e9-9a72-a6029617b541,-0.05,1.0
d76bab4e-6d01-11e9-9a72-a6029617b541,0.0,1.0
d7734d0e-6d01-11e9-9a72-a6029617b541,0.0,1.0
d77ad416-6d01-11e9-9a72-a6029617b541,0.0,1.0
d7823062-6d01-11e9-9a72-a6029617b541,0.0,1.0
d78a01b6-6d01-11e9-9a72-a6029617b541,-0.03,1.0
d7915786-6d01-11e9-9a72-a6029617b541,-0.03,1.0
d798c2a0-6d01-11e9-9a72-a6029617b541,-0.03,1.0
d7a043fe-6d01-11e9-9a72-a6029617b541,-0.03,1.0
d7a7c00c-6d01-11e9-9a72-a6029617b541,-0.03,1.0
d7af4200-6d01-11e9-9a72-a6029617b541,-0.03,1.0
d7b6acca-6d01-11e9-9a72-a6029617b541,-0.23,1.0
d7be5c54-6d01-11e9-9a72-a6029617b541,-0.51,1.0
d7c5e53c-6d01-11e9-9a72-a6029617b541,-0.56,1.0
d7cd52e0-6d01-11e9-9a72-a6029617b541,-0.62,1.0
d7d4e5c8-6d01-11e9-9a72-a6029617b541,-0.85,1.0
d7dc419c-6d01-11e9-9a72-a6029617b541,-0.95,1.0
d7e3cc6e-6d01-11e9-9a72-a6029617b541,-0.99,1.0
d7eb90fc-6d01-11e9-9a72-a6029617b541,-0.99,1.0
d7f2e172-6d01-11e9-9a72-a6029617b541,-0.99,1.0
d7fa313e-6d01-11e9-9a72-a6029617b541,-0.98,1.0
d801d24a-6d01-11e9-9a72-a6029617b541,-0.97,1.0
d8093774-6d01-11e9-9a72-a6029617b541,-0.84,1.0
d810c37c-6d01-11e9-9a72-a6029617b541,-0.79,1.0
d8185b82-6d01-11e9-9a72-a6029617b541,-0.79,1.0
d8200a08-6d01-11e9-9a72-a6029617b541,-0.86,1.0
d82757a4-6d01-11e9-9a72-a6029617b541,-0.86,1.0
d82efd56-6d01-11e9-9a72-a6029617b541,-0.86,1.0
d83649d0-6d01-11e9-9a72-a6029617b541,-0.86,1.0
d83dd858-6d01-11e9-9a72-a6029617b541,-0.86,1.0
d8452f54-6d01-11e9-9a72-a6029617b541,-0.86,1.0
d84cd420-6d01-11e9-9a72-a6029617b541,-0.86,1.0
d8544d0e-6d01-11e9-9a72-a6029617b541,-0.86,1.0
d85c0a80-6d01-11e9-9a72-a6029617b541,-0.86,1.0
d863321a-6d01-11e9-9a72-a6029617b541,-0.86,1.0
d86ac638-6d01-11e9-9a72-a6029617b541,-0.86,1.0
d872327e-6d01-11e9-9a72-a6029617b541,-0.86,1.0
d879c85e-6d01-11e9-9a72-a6029617b541,-0.86,1.0
d8818756-6d01-11e9-9a72-a6029617b541,-0.86,1.0
d888f2de-6d01-11e9-9a72-a6029617b541,-0.86,1.0
d8903fc6-6d01-11e9-9a72-a6029617b541,-0.68,1.0
d897bdf0-6d01-11e9-9a72-a6029617b541,-0.61,1.0
d89f49d0-6d01-11e9-9a72-a6029617b541,-0.37,1.0
d8a6c692-6d01-11e9-9a72-a6029617b541,-0.32,1.0
d8ae542a-6d01-11e9-9a72-a6029617b541,-0.18,1.0
d8b5b0a8-6d01-11e9-9a72-a6029617b541,-0.09,1.0
d8bd6370-6d01-11e9-9a72-a6029617b541,-0.09,1.0
d8c4e226-6d01-11e9-9a72-a6029617b541,-0.09,1.0
d8cc54c0-6d01-11e9-9a72-a6029617b541,-0.06,1.0
d8d3dda8-6d01-11e9-9a72-a6029617b541,-0.1,1.0
d8db7e50-6d01-11e9-9a72-a6029617b541,-0.26,1.0
d8e2c8ea-6d01-11e9-9a72-a6029617b541,-0.26,1.0
d8ea5da8-6d01-11e9-9a72-a6029617b541,-0.26,1.0
d8f1d826-6d01-11e9-9a72-a6029617b541,-0.26,1.0
d8f952d6-6d01-11e9-9a72-a6029617b541,-0.26,1.0
d900d380-6d01-11e9-9a72-a6029617b541,-0.26,1.0
d90875cc-6d01-11e9-9a72-a6029617b541,-0.28,1.0
d9101624-6d01-11e9-9a72-a6029617b541,-0.36,1.0
d9176096-6d01-11e9-9a72-a6029617b541,-0.5,1.0
d91ee85c-6d01-11e9-9a72-a6029617b541,-0.5,1.0
d92658ee-6d01-11e9-9a72-a6029617b541,-0.58,1.0
d92dc872-6d01-11e9-9a72-a6029617b541,-0.64,1.0
d9354a70-6d01-11e9-9a72-a6029617b541,-0.76,1.0
d93cd830-6d01-11e9-9a72-a6029617b541,-0.85,1.0
d9448792-6d01-11e9-9a72-a6029617b541,-0.97,1.0
d94bca8e-6d01-11e9-9a72-a6029617b541,-1.0,1.0
d95378c4-6d01-11e9-9a72-a6029617b541,-1.0,1.0
d95ae0d2-6d01-11e9-9a72-a6029617b541,-1.0,1.0
d962552e-6d01-11e9-9a72-a6029617b541,-1.0,1.0
d969dff6-6d01-11e9-9a72-a6029617b541,-1.0,1.0
d97167e4-6d01-11e9-9a72-a6029617b541,-1.0,1.0
d978dfd8-6d01-11e9-9a72-a6029617b541,-1.0,1.0
d9808904-6d01-11e9-9a72-a6029617b541,-1.0,1.0
d988371c-6d01-11e9-9a72-a6029617b541,-1.0,1.0
d98f44e4-6d01-11e9-9a72-a6029617b541,-1.0,1.0
d996e3c0-6d01-11e9-9a72-a6029617b541,-1.0,1.0
d99e6dfc-6d01-11e9-9a72-a6029617b541,-1.0,1.0
d9a60116-6d01-11e9-9a72-a6029617b541,-1.0,1.0
d9ad8f3a-6d01-11e9-9a72-a6029617b541,-1.0,1.0
d9b4cdea-6d01-11e9-9a72-a6029617b541,-1.0,1.0
d9bc70e0-6d01-11e9-9a72-a6029617b541,-1.0,1.0
d9c3e1c2-6d01-11e9-9a72-a6029617b541,-1.0,1.0
d9cb4052-6d01-11e9-9a72-a6029617b541,-1.0,1.0
d9d308b4-6d01-11e9-9a72-a6029617b541,-0.72,1.0
d9da7d06-6d01-11e9-9a72-a6029617b541,-0.54,1.0
d9e1d83a-6d01-11e9-9a72-a6029617b541,-0.27,1.0
d9e9624e-6d01-11e9-9a72-a6029617b541,-0.08,1.0
d9f0e140-6d01-11e9-9a72-a6029617b541,-0.04,1.0
d9f84dcc-6d01-11e9-9a72-a6029617b541,0.0,1.0
d9ffde20-6d01-11e9-9a72-a6029617b541,0.0,1.0
da074656-6d01-11e9-9a72-a6029617b541,0.0,1.0
da0efcac-6d01-11e9-9a72-a6029617b541,0.0,1.0
da167644-6d01-11e9-9a72-a6029617b541,0.0,1.0
da1dec8a-6d01-11e9-9a72-a6029617b541,-0.06,1.0
